site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
nwr,2021.204700,20210316 1712,250.000,2.000,22.070,0.080,2021-03-16 17:12:00+00:00,1.526,124.600
nwr,2021.224470,20210323 2220,40.320,6.440,22.350,0.050,2021-03-23 22:20:00+00:00,3.810,79.330
nwr,2021.262660,20210406 2053,270.000,10.000,22.140,0.020,2021-04-06 20:53:00+00:00,6.310,278.534
nwr,2021.281820,20210413 2043,199.200,1.910,22.590,0.050,2021-04-13 20:43:00+00:00,2.041,135.000
nwr,2021.300570,20210420 1702,175.000,4.000,22.370,0.050,2021-04-20 17:02:00+00:00,2.789,290.933
nwr,2021.325170,20210429 1627,350.000,2.000,22.000,0.070,2021-04-29 16:27:00+00:00,1.052,46.769
nwr,2021.344610,20210506 1849,270.000,13.000,22.300,0.020,2021-05-06 18:49:00+00:00,3.375,272.183
nwr,2021.358550,20210511 2056,355.000,2.000,22.160,0.010,2021-05-11 20:56:00+00:00,1.343,224.082
nwr,2021.377330,20210518 1726,260.000,10.000,22.210,0.030,2021-05-18 17:26:00+00:00,3.417,62.867
nwr,2021.396440,20210525 1649,250.000,11.000,22.390,0.190,2021-05-25 16:49:00+00:00,5.137,271.183
nwr,2021.415570,20210601 1623,260.000,8.000,22.390,0.040,2021-06-01 16:23:00+00:00,1.674,321.023
nwr,2021.454330,20210615 1956,300.000,4.000,21.580,0.040,2021-06-15 19:56:00+00:00,2.204,293.534
nwr,2021.473460,20210622 1933,286.700,5.900,22.110,0.010,2021-06-22 19:33:00+00:00,6.782,289.100
nwr,2021.492130,20210629 1503,229.700,0.370,22.210,0.030,2021-06-29 15:03:00+00:00,1.704,145.353
nwr,2021.530510,20210713 1517,275.000,5.800,21.780,0.010,2021-07-13 15:17:00+00:00,1.963,272.352
nwr,2021.588160,20210803 1617,200.000,1.000,21.980,0.020,2021-08-03 16:17:00+00:00,1.557,35.567
nwr,2021.604560,20210809 1556,240.000,3.000,22.080,0.030,2021-08-09 15:56:00+00:00,4.040,269.200
nwr,2021.626930,20210817 1957,250.000,4.000,21.910,0.070,2021-08-17 19:57:00+00:00,2.189,273.471
nwr,2021.645570,20210824 1510,250.000,3.000,21.640,0.000,2021-08-24 15:10:00+00:00,3.258,275.500
nwr,2021.664780,20210831 1527,275.000,7.000,21.900,0.130,2021-08-31 15:27:00+00:00,2.345,276.746
nwr,2021.683920,20210907 1510,286.000,1.000,22.070,0.170,2021-09-07 15:10:00+00:00,1.203,283.500
nwr,2021.703810,20210914 2120,306.200,8.480,22.200,0.030,2021-09-14 21:20:00+00:00,4.003,284.667
nwr,2021.711610,20210917 1740,230.000,3.000,21.820,0.000,2021-09-17 17:40:00+00:00,3.050,263.667
nwr,2021.766660,20211007 1956,235.000,5.000,21.920,0.000,2021-10-07 19:56:00+00:00,4.016,266.200
nwr,2021.785750,20211014 1910,252.000,9.000,22.150,0.080,2021-10-14 19:10:00+00:00,3.310,279.999
nwr,2021.799110,20211019 1611,260.000,12.000,22.260,0.060,2021-10-19 16:11:00+00:00,4.119,297.450
nwr,2021.818210,20211026 1530,210.000,9.000,21.760,0.140,2021-10-26 15:30:00+00:00,3.465,254.500
nwr,2021.837670,20211102 1800,260.000,4.000,22.340,0.380,2021-11-02 18:00:00+00:00,3.040,279.000
nwr,2021.856770,20211109 1720,220.000,6.000,21.700,0.060,2021-11-09 17:20:00+00:00,2.347,255.335
nwr,2021.876450,20211116 2143,260.000,10.000,21.740,0.110,2021-11-16 21:43:00+00:00,9.404,271.133
nwr,2021.895100,20211123 1707,250.000,22.000,21.960,0.080,2021-11-23 17:07:00+00:00,8.063,279.350
nwr,2021.914900,20211130 2230,270.000,16.000,22.020,0.020,2021-11-30 22:30:00+00:00,5.905,276.500
nwr,2021.933620,20211207 1829,220.000,12.000,21.870,0.030,2021-12-07 18:29:00+00:00,8.361,267.067
nwr,2021.947310,20211212 1825,240.000,11.000,21.760,0.040,2021-12-12 18:25:00+00:00,7.818,278.167
nwr,2021.971950,20211221 1815,260.000,26.000,21.570,0.040,2021-12-21 18:15:00+00:00,10.533,279.250
nwr,2022.009400,20220104 1020,275.000,10.000,21.870,0.030,2022-01-04 10:20:00+00:00,7.240,268.000
nwr,2022.029410,20220111 1738,250.000,15.000,21.980,0.000,2022-01-11 17:38:00+00:00,2.727,287.199
nwr,2022.047820,20220118 1052,260.000,4.000,22.080,0.030,2022-01-18 10:52:00+00:00,3.389,288.733
nwr,2022.087130,20220201 1915,160.000,2.000,22.000,0.000,2022-02-01 19:15:00+00:00,0.580,266.513
nwr,2022.106140,20220208 1747,245.000,17.000,21.610,0.080,2022-02-08 17:47:00+00:00,7.694,275.623
nwr,2022.125770,20220215 2147,236.400,7.520,21.760,0.040,2022-02-15 21:47:00+00:00,5.324,272.217
nwr,2022.144820,20220222 2040,217.500,7.060,21.840,0.070,2022-02-22 20:40:00+00:00,3.560,275.335
nwr,2022.163530,20220301 1630,258.000,6.000,21.570,0.030,2022-03-01 16:30:00+00:00,2.575,296.000
nwr,2022.183240,20220308 2112,260.000,7.000,22.000,0.050,2022-03-08 21:12:00+00:00,6.080,283.600
nwr,2022.201890,20220315 1631,240.000,15.000,21.640,0.200,2022-03-15 16:31:00+00:00,4.616,272.933
nwr,2022.221410,20220322 1935,317.000,6.170,22.270,0.040,2022-03-22 19:35:00+00:00,3.328,318.083
nwr,2022.259580,20220405 1755,290.000,12.000,21.930,0.030,2022-04-05 17:55:00+00:00,8.997,280.088
nwr,2022.278720,20220412 1734,230.000,16.000,22.020,0.020,2022-04-12 17:34:00+00:00,8.295,279.867
nwr,2022.298240,20220419 2034,245.000,10.490,21.800,0.140,2022-04-19 20:34:00+00:00,6.820,265.700
nwr,2022.317570,20220426 2155,228.800,7.300,22.140,0.050,2022-04-26 21:55:00+00:00,5.555,280.416
nwr,2022.336750,20220503 2155,188.300,7.090,22.200,0.020,2022-05-03 21:55:00+00:00,1.265,136.720
nwr,2022.355310,20220510 1633,180.000,1.000,22.550,0.180,2022-05-10 16:33:00+00:00,2.188,141.951
nwr,2022.374620,20220517 1738,270.000,4.000,22.070,0.010,2022-05-17 17:38:00+00:00,2.568,278.466
nwr,2022.399130,20220526 1623,270.000,12.000,21.820,0.180,2022-05-26 16:23:00+00:00,4.678,279.533
nwr,2022.412930,20220531 1717,229.600,3.350,22.120,0.060,2022-05-31 17:17:00+00:00,1.487,178.814
nwr,2022.450990,20220614 1441,220.000,6.000,21.830,0.060,2022-06-14 14:41:00+00:00,5.305,269.683
nwr,2022.470310,20220621 1557,235.000,2.000,22.220,0.010,2022-06-21 15:57:00+00:00,0.986,136.823
nwr,2022.489780,20220628 1826,270.000,5.000,21.720,0.050,2022-06-28 18:26:00+00:00,3.254,291.600
nwr,2022.508710,20220705 1616,250.000,7.000,21.200,0.050,2022-07-05 16:16:00+00:00,1.938,279.870
nwr,2022.527770,20220712 1518,300.000,4.000,21.710,0.120,2022-07-12 15:18:00+00:00,2.184,286.724
nwr,2022.552500,20220721 1556,255.000,10.000,21.400,0.170,2022-07-21 15:56:00+00:00,3.452,276.534
nwr,2022.566190,20220726 1550,276.000,1.910,21.490,0.040,2022-07-26 15:50:00+00:00,3.548,284.667
nwr,2022.582710,20220801 1635,261.700,7.160,21.720,0.050,2022-08-01 16:35:00+00:00,3.542,290.333
nwr,2022.604940,20220809 1917,51.800,2.930,21.760,0.000,2022-08-09 19:17:00+00:00,3.006,92.867
nwr,2022.643150,20220823 1757,355.000,2.000,21.790,0.010,2022-08-23 17:57:00+00:00,1.640,65.349
nwr,2022.651600,20220826 1958,280.000,4.000,21.550,0.040,2022-08-26 19:58:00+00:00,0.700,99.971
nwr,2022.670530,20220902 1750,300.000,2.000,21.320,0.010,2022-09-02 17:50:00+00:00,1.802,57.334
nwr,2022.687180,20220908 1944,300.000,4.000,21.490,0.110,2022-09-08 19:44:00+00:00,3.566,287.490
nwr,2022.700530,20220913 1640,250.000,4.000,21.700,0.010,2022-09-13 16:40:00+00:00,2.047,186.333
nwr,2022.725300,20220922 1738,220.000,9.000,21.270,0.080,2022-09-22 17:38:00+00:00,4.720,252.100
nwr,2022.744620,20220929 1850,200.000,10.000,21.490,0.060,2022-09-29 18:50:00+00:00,5.210,282.833
nwr,2022.758380,20221004 1923,270.000,3.000,21.710,0.040,2022-10-04 19:23:00+00:00,3.095,276.916
nwr,2022.763650,20221006 1735,135.000,5.000,21.820,0.010,2022-10-06 17:35:00+00:00,1.286,129.917
nwr,2022.780270,20221012 1908,243.000,19.000,21.490,0.030,2022-10-12 19:08:00+00:00,7.647,284.267
nwr,2022.815720,20221025 1744,200.000,13.000,21.780,0.010,2022-10-25 17:44:00+00:00,8.727,279.000
nwr,2022.831910,20221031 1530,230.000,11.000,21.540,0.030,2022-10-31 15:30:00+00:00,2.445,298.000
nwr,2022.854530,20221108 2140,220.000,9.000,21.430,0.020,2022-11-08 21:40:00+00:00,1.833,231.636
nwr,2022.873680,20221115 2125,240.000,10.000,21.750,0.020,2022-11-15 21:25:00+00:00,4.791,287.750
nwr,2022.892690,20221122 2000,260.000,13.000,21.610,0.060,2022-11-22 20:00:00+00:00,4.040,279.000
nwr,2022.911880,20221129 2005,255.000,11.000,21.800,0.060,2022-11-29 20:05:00+00:00,7.737,277.083
nwr,2022.931250,20221206 2147,220.000,15.000,21.600,0.030,2022-12-06 21:47:00+00:00,5.237,262.350
nwr,2022.949850,20221213 1642,200.000,20.000,21.720,0.080,2022-12-13 16:42:00+00:00,9.360,283.100
nwr,2022.988360,20221227 1800,270.000,24.000,21.310,0.040,2022-12-27 18:00:00+00:00,9.830,275.000
nwr,2023.007480,20230103 1733,200.000,16.000,21.760,0.040,2023-01-03 17:33:00+00:00,4.745,279.000
nwr,2023.026570,20230110 1645,230.000,13.000,21.300,0.060,2023-01-10 16:45:00+00:00,5.973,275.000
nwr,2023.045930,20230117 1820,220.000,8.000,21.390,0.020,2023-01-17 18:20:00+00:00,1.857,137.726
nwr,2023.065300,20230124 2001,300.000,8.000,21.610,0.070,2023-01-24 20:01:00+00:00,3.865,290.983
nwr,2023.084300,20230131 1830,220.000,12.000,21.490,0.060,2023-01-31 18:30:00+00:00,3.675,281.500
nwr,2023.102930,20230207 1339,290.000,3.000,21.430,0.000,2023-02-07 13:39:00+00:00,2.692,294.503
nwr,2023.142160,20230221 2117,250.000,16.000,21.310,0.060,2023-02-21 21:17:00+00:00,8.674,276.567
nwr,2023.160830,20230228 1651,250.000,10.000,21.550,0.020,2023-02-28 16:51:00+00:00,7.016,261.600
nwr,2023.177590,20230306 1943,200.000,5.000,21.910,0.030,2023-03-06 19:43:00+00:00,2.314,261.000
