site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
hfm,2023.905900,20231127 1540,242.000,2.600,22.070,0.040,2023-11-27 15:40:00+00:00,4.930,272.053
hfm,2023.936120,20231208 1625,277.000,1.200,22.350,0.030,2023-12-08 16:25:00+00:00,1.234,305.668
hfm,2023.955340,20231215 1645,265.000,2.400,22.120,0.090,2023-12-15 16:45:00+00:00,5.080,282.750
hfm,2023.966310,20231219 1655,268.000,3.200,21.880,0.000,2023-12-19 16:55:00+00:00,4.447,285.667
hfm,2024.010110,20240104 1650,266.000,1.600,22.030,0.040,2024-01-04 16:50:00+00:00,4.592,299.835
hfm,2024.048350,20240118 1640,235.000,2.900,22.150,0.070,2024-01-18 16:40:00+00:00,3.187,229.364
hfm,2024.059540,20240122 1859,232.000,2.400,21.780,0.010,2024-01-22 18:59:00+00:00,3.465,221.083
hfm,2024.086580,20240201 1630,190.000,1.800,22.370,0.030,2024-02-01 16:30:00+00:00,3.020,206.500
hfm,2024.144370,20240222 2010,199.000,2.200,22.510,0.010,2024-02-22 20:10:00+00:00,3.898,198.833
hfm,2024.165790,20240301 1620,232.000,2.800,21.630,0.200,2024-03-01 16:20:00+00:00,3.810,229.333
hfm,2024.184720,20240308 1435,39.000,1.400,21.590,0.010,2024-03-08 14:35:00+00:00,2.579,18.098
hfm,2024.220420,20240321 1610,276.000,4.500,21.530,0.060,2024-03-21 16:10:00+00:00,7.563,289.666
hfm,2024.233970,20240326 1510,60.000,3.600,21.590,0.030,2024-03-26 15:10:00+00:00,4.583,57.500
hfm,2024.261300,20240405 1515,273.000,2.100,21.620,0.010,2024-04-05 15:15:00+00:00,5.527,302.501
hfm,2024.298550,20240419 0630,177.000,3.000,21.800,0.000,2024-04-19 06:30:00+00:00,1.150,83.500
hfm,2024.318510,20240426 1350,71.000,2.200,21.590,0.040,2024-04-26 13:50:00+00:00,2.220,43.503
hfm,2024.346340,20240506 1815,219.000,2.000,22.370,0.030,2024-05-06 18:15:00+00:00,2.242,237.250
hfm,2024.348760,20240507 1530,346.000,2.000,21.690,0.010,2024-05-07 15:30:00+00:00,2.000,323.000
hfm,2024.414010,20240531 1240,305.000,1.400,21.870,0.020,2024-05-31 12:40:00+00:00,2.573,328.667
hfm,2024.461040,20240617 1745,211.000,1.800,22.950,0.020,2024-06-17 17:45:00+00:00,5.013,198.734
hfm,2024.485810,20240626 1920,257.000,1.600,22.550,0.050,2024-06-26 19:20:00+00:00,4.620,266.670
hfm,2024.521120,20240709 1730,202.000,1.900,22.110,0.030,2024-07-09 17:30:00+00:00,3.495,199.000
hfm,2024.545590,20240718 1630,324.000,1.500,21.770,0.040,2024-07-18 16:30:00+00:00,3.165,309.000
hfm,2024.567590,20240726 1740,315.000,1.800,21.470,0.050,2024-07-26 17:40:00+00:00,4.003,338.666
hfm,2024.578520,20240730 1745,218.000,2.000,22.470,0.020,2024-07-30 17:45:00+00:00,4.280,200.500
hfm,2024.602930,20240808 1610,103.000,1.700,22.520,0.020,2024-08-08 16:10:00+00:00,3.390,125.647
hfm,2024.643800,20240823 1510,264.000,1.300,21.670,0.090,2024-08-23 15:10:00+00:00,2.382,270.810
hfm,2024.717560,20240919 1505,61.000,3.000,22.460,0.050,2024-09-19 15:05:00+00:00,4.266,50.917
hfm,2024.731440,20240924 1700,77.000,1.900,21.630,0.020,2024-09-24 17:00:00+00:00,3.370,102.000
hfm,2024.750300,20241001 1440,104.000,1.600,22.380,0.010,2024-10-01 14:40:00+00:00,3.567,85.003
hfm,2025.122560,20250214 1735,279.000,4.800,21.140,0.000,2025-02-14 17:35:00+00:00,6.723,297.083
hfm,2025.149860,20250224 1645,205.000,2.900,21.400,0.020,2025-02-24 16:45:00+00:00,3.678,202.500
hfm,2025.190930,20250311 1635,208.000,4.300,21.700,0.070,2025-03-11 16:35:00+00:00,6.320,197.333
hfm,2025.228940,20250325 1330,230.000,2.300,22.230,0.080,2025-03-25 13:30:00+00:00,2.440,222.500
