site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
alt,1999.59347,19990805 1448,325.48,2.156,12.11,0.26,1999-08-05 14:48:00+00:00,1.7600000000000002,73.98349874197314
alt,1999.6131,19990812 1843,3.1279,1.568,12.3,0.5,1999-08-12 18:43:00+00:00,4.0888333333333335,5.433369074478143
alt,1999.76652,19991007 1845,256.3,1.568,12.75,0.11,1999-10-07 18:45:00+00:00,1.8525,240.25012853249666
alt,1999.78523,19991014 1439,283.68,0.245,12.57,0.01,1999-10-14 14:39:00+00:00,2.44,234.99999999999994
alt,1999.80245,19991020 2127,249.54,9.359,12.54,0.04,1999-10-20 21:27:00+00:00,3.5715000000000003,226.55000125658458
alt,1999.86209,19991111 1556,23.0,5.096,12.82,0.22,1999-11-11 15:56:00+00:00,4.521333333333334,188.06666392888116
alt,2000.01385,20000106 0137,282.01,1.764,12.95,0.01,2000-01-06 01:37:00+00:00,1.595,262.6166694670629
alt,2000.03457,20000113 1540,110.73,2.401,12.85,0.01,2000-01-13 15:40:00+00:00,3.7,257.3073002134554
alt,2000.07558,20000128 1552,185.34,1.715,13.06,0.04,2000-01-28 15:52:00+00:00,2.62,222.99999999999997
alt,2000.1112,20000210 1648,287.74,1.421,13.0,0.03,2000-02-10 16:48:00+00:00,2.036,238.5975023355216
alt,2000.13019,20000217 1536,222.44,1.029,13.6,0.0,2000-02-17 15:36:00+00:00,1.846,248.3994730779405
alt,2000.17119,20000303 1545,188.78,1.764,13.02,0.36,2000-03-03 15:45:00+00:00,1.255,293.25012853249666
alt,2000.2067,20000316 1538,251.05,0.441,13.11,0.12,2000-03-16 15:38:00+00:00,2.676,189.66351413599705
alt,2000.24506,20000330 1638,73.531,1.078,13.29,0.04,2000-03-30 16:38:00+00:00,2.035,221.0
alt,2000.26409,20000406 1545,219.98,0.833,13.12,0.2,2000-04-06 15:45:00+00:00,0.645,121.47206973531524
alt,2000.28595,20000414 1546,350.68,1.078,13.5,0.27,2000-04-14 15:46:00+00:00,0.913,67.60104691738044
alt,2000.30222,20000420 1440,249.1,1.372,13.22,0.13,2000-04-20 14:40:00+00:00,0.9000000000000001,92.57294892170869
alt,2000.34319,20000505 1437,148.79,0.833,13.95,0.24,2000-05-05 14:37:00+00:00,1.51,98.0
alt,2000.35958,20000511 1433,260.92,6.125,13.02,0.26,2000-05-11 14:33:00+00:00,3.073,226.60218073551874
alt,2000.4362,20000608 1536,268.1,1.708,13.24,0.4,2000-06-08 15:36:00+00:00,2.008,135.0
alt,2000.51269,20000706 1529,228.53,8.673,13.24,0.07,2000-07-06 15:29:00+00:00,9.280666666666665,205.4833329107108
alt,2000.53478,20000714 1733,352.71,6.223,13.41,0.4,2000-07-14 17:33:00+00:00,6.247999999999999,347.10001005358146
alt,2000.67145,20000902 1800,123.11,2.94,13.12,0.09,2000-09-02 18:00:00+00:00,2.06,208.99999999999997
alt,2000.83789,20001102 1603,256.56,0.294,13.76,0.06,2000-11-02 16:03:00+00:00,2.83,278.0
alt,2000.85963,20001110 1502,206.19,4.41,13.81,0.2,2000-11-10 15:02:00+00:00,3.2826666666666666,210.9666681935002
alt,2000.89788,20001124 1500,319.84,1.176,13.86,0.08,2000-11-24 15:00:00+00:00,2.69,210.99999999999997
alt,2000.93352,20001207 1603,193.7,2.058,13.88,0.1,2000-12-07 16:03:00+00:00,2.8225,242.90001736273803
alt,2000.97164,20001221 1452,239.16,1.237,13.86,0.01,2000-12-21 14:52:00+00:00,2.2546666666666666,257.66612880615924
alt,2001.08673,20010201 1543,196.43,1.569,13.92,0.02,2001-02-01 15:43:00+00:00,2.4695,271.60774379998895
alt,2001.10895,20010209 1825,76.484,0.588,14.48,0.31,2001-02-09 18:25:00+00:00,1.98,224.99999999999997
alt,2001.16334,20010301 1453,160.87,2.156,14.14,0.06,2001-03-01 14:53:00+00:00,1.7383333333333335,256.8833373446139
alt,2001.18912,20010311 0043,247.57,0.98,14.17,0.03,2001-03-11 00:43:00+00:00,1.0335,234.3265176273034
alt,2001.35821,20010511 1755,281.38,1.078,14.05,0.07,2001-05-11 17:55:00+00:00,1.9274999999999998,27.916669898521768
alt,2001.50847,20010705 1411,223.32,9.359,13.9,0.15,2001-07-05 14:11:00+00:00,5.316666666666666,208.82851331394073
alt,2001.55006,20010720 1832,342.26,1.666,13.86,0.19,2001-07-20 18:32:00+00:00,3.152,132.13338727297034
alt,2001.56626,20010726 1626,88.526,23.699,14.01,0.32,2001-07-26 16:26:00+00:00,3.663333333333333,48.86665336722276
alt,2001.60449,20010809 1520,35.591,1.127,14.12,0.17,2001-08-09 15:20:00+00:00,3.866666666666667,359.666670427471
alt,2001.64551,20010824 1441,310.7,1.029,14.2,0.28,2001-08-24 14:41:00+00:00,1.8485,351.94989121507973
alt,2001.66469,20010831 1441,0.147,8.589,13.93,0.2,2001-08-31 14:41:00+00:00,4.695333333333333,350.6333011046839
alt,2001.68377,20010907 1352,257.6,1.372,14.03,0.21,2001-09-07 13:52:00+00:00,1.1873333333333334,299.93553691494986
alt,2001.7003,20010913 1440,246.33,2.352,14.33,0.03,2001-09-13 14:40:00+00:00,0.6333333333333333,149.6388065951783
alt,2001.71946,20010920 1427,235.76,0.245,14.36,0.02,2001-09-20 14:27:00+00:00,1.4605000000000001,267.39781926448126
alt,2001.73865,20010927 1436,234.29,2.646,14.77,0.06,2001-09-27 14:36:00+00:00,3.3120000000000003,239.99999999999994
alt,2001.77701,20011011 1437,189.13,3.234,14.31,0.16,2001-10-11 14:37:00+00:00,2.5231666666666666,228.7666442616168
alt,2001.79641,20011018 1635,190.6,1.8613,14.47,0.05,2001-10-18 16:35:00+00:00,1.1233333333333333,171.24301295598863
alt,2001.81602,20011025 2020,160.82,3.234,14.95,0.29,2001-10-25 20:20:00+00:00,2.126666666666667,237.66619627955163
alt,2001.83513,20011101 1946,211.2,1.864,14.72,0.08,2001-11-01 19:46:00+00:00,2.3263333333333334,262.6715189288252
alt,2001.85931,20011110 1535,62.01,2.055,15.23,0.03,2001-11-10 15:35:00+00:00,5.833333333333333,309.0830760658678
alt,2001.873,20011115 1530,180.32,2.451,14.84,0.03,2001-11-15 15:30:00+00:00,1.7349999999999999,236.5
alt,2001.89222,20011122 1550,8.3301,6.071,14.78,0.03,2001-11-22 15:50:00+00:00,8.57,340.0
alt,2001.93065,20011206 1630,345.15,4.41,14.81,0.15,2001-12-06 16:30:00+00:00,4.25,317.0
alt,2001.97167,20011221 1549,243.64,4.41,14.42,0.2,2001-12-21 15:49:00+00:00,3.1266666666666665,207.35351298492375
alt,2001.99638,20011230 1618,230.64,11.711,14.51,0.27,2001-12-30 16:18:00+00:00,4.74,204.99999999999997
alt,2002.01004,20020104 1555,185.99,1.427,14.81,0.06,2002-01-04 15:55:00+00:00,2.4175,271.50069804954165
alt,2002.02927,20020111 1625,29.698,3.381,14.69,0.09,2002-01-11 16:25:00+00:00,3.4691666666666663,294.8333168783105
alt,2002.04843,20020118 1617,291.17,1.127,15.29,0.33,2002-01-18 16:17:00+00:00,7.581333333333333,331.28332886598355
alt,2002.06783,20020125 1811,313.99,1.764,14.94,0.01,2002-01-25 18:11:00+00:00,3.1246666666666663,313.2816810886474
alt,2002.14152,20020221 1542,271.98,1.911,14.63,0.13,2002-02-21 15:42:00+00:00,2.0380000000000003,234.99999999999994
alt,2002.16071,20020228 1548,229.94,8.722,14.82,0.14,2002-02-28 15:48:00+00:00,3.328,208.800004873947
alt,2002.18291,20020308 1820,202.8,5.39,14.78,0.05,2002-03-08 18:20:00+00:00,2.4733333333333336,223.33380372044834
