site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
cgo,2024.710800,20240917 0341,266.000,16.500,20.280,0.030,2024-09-17 03:41:00+00:00,10.060,272.367
cgo,2024.748810,20241001 0132,230.000,13.900,20.290,0.030,2024-10-01 01:32:00+00:00,8.605,233.333
cgo,2024.767700,20241007 2331,234.000,15.400,20.260,0.010,2024-10-07 23:31:00+00:00,5.680,208.000
cgo,2024.811520,20241024 0022,258.000,9.770,20.250,0.020,2024-10-24 00:22:00+00:00,7.327,254.199
cgo,2024.825560,20241029 0342,261.000,5.100,20.210,0.050,2024-10-29 03:42:00+00:00,7.097,241.600
cgo,2024.852570,20241108 0100,268.000,17.400,20.320,0.030,2024-11-08 01:00:00+00:00,10.720,263.000
cgo,2024.937320,20241209 0125,242.000,10.500,20.190,0.000,2024-12-09 01:25:00+00:00,6.285,267.667
cgo,2024.937700,20241209 0443,263.000,11.500,20.230,0.060,2024-12-09 04:43:00+00:00,6.873,263.283
cgo,2024.962190,20241218 0354,213.000,11.100,20.160,0.060,2024-12-18 03:54:00+00:00,6.543,220.200
cgo,2024.975850,20241223 0350,223.000,14.000,20.190,0.000,2024-12-23 03:50:00+00:00,9.707,228.167
cgo,2025.014160,20250106 0403,195.000,20.300,20.230,0.010,2025-01-06 04:03:00+00:00,10.158,201.900
cgo,2025.042640,20250116 1330,279.000,9.100,20.100,0.010,2025-01-16 13:30:00+00:00,3.905,211.000
cgo,2025.064510,20250124 1307,270.000,11.600,20.070,0.070,2025-01-24 13:07:00+00:00,3.463,239.466
cgo,2025.079740,20250130 0229,281.000,10.400,20.130,0.020,2025-01-30 02:29:00+00:00,5.836,233.483
cgo,2025.120700,20250214 0122,260.000,12.700,20.080,0.010,2025-02-14 01:22:00+00:00,5.758,253.466
cgo,2025.148290,20250224 0303,234.000,10.900,20.130,0.010,2025-02-24 03:03:00+00:00,6.891,228.950
cgo,2025.148360,20250224 0338,211.000,10.000,20.150,0.040,2025-02-24 03:38:00+00:00,7.142,228.367
cgo,2025.205800,20250317 0249,249.000,10.800,20.080,0.050,2025-03-17 02:49:00+00:00,7.170,232.000
cgo,2025.205870,20250317 0326,224.000,10.300,20.110,0.030,2025-03-17 03:26:00+00:00,7.272,232.000
