site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
brw,2023.879030,20231117 2017,194.000,2.300,21.560,0.080,2023-11-17 20:17:00+00:00,3.949,200.584
brw,2023.890380,20231121 2343,120.000,1.600,21.600,0.110,2023-11-21 23:43:00+00:00,2.330,137.000
brw,2023.906270,20231127 1853,125.000,5.500,21.590,0.030,2023-11-27 18:53:00+00:00,5.083,119.150
brw,2023.925490,20231204 1915,77.300,4.800,21.610,0.070,2023-12-04 19:15:00+00:00,4.175,116.744
brw,2023.944770,20231211 2013,44.000,3.400,21.680,0.080,2023-12-11 20:13:00+00:00,5.597,22.217
brw,2023.969540,20231220 2112,100.000,2.800,21.600,0.020,2023-12-20 21:12:00+00:00,4.382,72.001
brw,2023.989020,20231227 2348,114.700,3.600,21.730,0.040,2023-12-27 23:48:00+00:00,3.860,100.000
brw,2024.003050,20240102 0250,85.600,8.600,21.600,0.030,2024-01-02 02:50:00+00:00,8.487,89.334
brw,2024.021780,20240108 2317,113.000,12.600,21.520,0.020,2024-01-08 23:17:00+00:00,6.140,106.000
brw,2024.040940,20240115 2338,122.600,9.200,21.610,0.070,2024-01-15 23:38:00+00:00,8.650,139.000
brw,2024.079420,20240130 0138,70.000,9.700,21.700,0.020,2024-01-30 01:38:00+00:00,12.970,48.801
brw,2024.098020,20240205 2102,60.000,5.500,21.610,0.030,2024-02-05 21:02:00+00:00,5.434,83.967
brw,2024.117040,20240212 2004,103.000,8.300,21.520,0.020,2024-02-12 20:04:00+00:00,7.622,97.000
brw,2024.138860,20240220 1944,72.000,9.200,21.490,0.040,2024-02-20 19:44:00+00:00,10.331,60.733
brw,2024.166200,20240301 1952,214.000,2.600,21.590,0.020,2024-03-01 19:52:00+00:00,5.789,237.467
brw,2024.171670,20240303 1958,86.900,5.100,21.460,0.040,2024-03-03 19:58:00+00:00,5.482,79.734
brw,2024.174280,20240304 1855,62.600,7.000,21.440,0.080,2024-03-04 18:55:00+00:00,9.048,71.000
brw,2024.204420,20240315 1938,338.000,1.500,21.470,0.030,2024-03-15 19:38:00+00:00,2.413,324.511
brw,2024.212460,20240318 1815,83.000,8.600,21.460,0.040,2024-03-18 18:15:00+00:00,8.438,84.500
brw,2024.233290,20240326 0912,69.000,9.000,21.490,0.020,2024-03-26 09:12:00+00:00,7.950,31.600
brw,2024.275350,20240410 1840,118.000,4.600,21.510,0.010,2024-04-10 18:40:00+00:00,4.773,118.330
brw,2024.297310,20240418 1934,80.400,9.700,21.510,0.030,2024-04-18 19:34:00+00:00,10.489,74.133
brw,2024.310900,20240423 1859,81.000,6.700,21.510,0.010,2024-04-23 18:59:00+00:00,7.132,86.000
brw,2024.338210,20240503 1852,70.000,5.500,21.500,0.080,2024-05-03 18:52:00+00:00,6.657,72.666
brw,2024.346510,20240506 1943,58.000,9.700,21.500,0.100,2024-05-06 19:43:00+00:00,9.238,53.850
brw,2024.365500,20240513 1831,78.000,2.700,21.360,0.030,2024-05-13 18:31:00+00:00,3.200,88.000
brw,2024.384620,20240520 1832,62.000,6.700,21.430,0.080,2024-05-20 18:32:00+00:00,8.235,74.067
brw,2024.414760,20240531 1915,326.000,1.000,21.600,0.010,2024-05-31 19:15:00+00:00,0.637,200.234
brw,2024.434060,20240607 2047,268.800,3.800,21.560,0.060,2024-06-07 20:47:00+00:00,3.113,272.000
brw,2024.442120,20240610 1936,48.600,4.800,21.370,0.030,2024-06-10 19:36:00+00:00,8.274,70.400
brw,2024.463780,20240618 1749,79.400,7.000,21.400,0.080,2024-06-18 17:49:00+00:00,7.481,84.367
brw,2024.480680,20240624 2215,77.500,4.700,21.380,0.010,2024-06-24 22:15:00+00:00,4.242,75.499
brw,2024.499880,20240701 2257,85.000,6.000,21.480,0.030,2024-07-01 22:57:00+00:00,5.495,109.150
brw,2024.521570,20240709 2129,88.600,9.700,21.380,0.010,2024-07-09 21:29:00+00:00,11.380,93.517
brw,2024.556830,20240722 1911,86.000,6.600,21.370,0.010,2024-07-22 19:11:00+00:00,5.120,77.084
brw,2024.575860,20240729 1821,76.000,7.200,21.350,0.100,2024-07-29 18:21:00+00:00,7.558,79.350
brw,2024.597710,20240806 1818,76.000,3.800,21.380,0.030,2024-08-06 18:18:00+00:00,3.202,100.671
brw,2024.625090,20240816 1846,343.000,3.300,21.430,0.120,2024-08-16 18:46:00+00:00,3.785,26.067
brw,2024.644150,20240823 1815,301.000,4.500,21.380,0.020,2024-08-23 18:15:00+00:00,6.470,304.753
brw,2024.655090,20240827 1818,111.300,4.800,21.320,0.010,2024-08-27 18:18:00+00:00,3.244,107.900
brw,2024.682450,20240906 1836,252.000,4.800,21.340,0.010,2024-09-06 18:36:00+00:00,7.734,256.399
brw,2024.691210,20240909 2335,108.000,4.600,21.330,0.010,2024-09-09 23:35:00+00:00,3.700,92.000
brw,2024.715390,20240918 2001,84.000,4.500,21.270,0.010,2024-09-18 20:01:00+00:00,3.810,84.884
brw,2024.739920,20240927 1929,265.000,2.900,21.390,0.040,2024-09-27 19:29:00+00:00,4.175,284.201
brw,2024.750800,20241001 1903,111.000,7.100,21.280,0.010,2024-10-01 19:03:00+00:00,7.073,115.000
brw,2024.778030,20241011 1814,149.000,0.500,21.260,0.040,2024-10-11 18:14:00+00:00,4.862,346.368
brw,2024.797190,20241018 1832,249.000,3.100,21.150,0.030,2024-10-18 18:32:00+00:00,4.104,280.933
